L,R,F,M,C,Cluster,Segment
7.903596289614301,0.6931471805599453,5.351858133476067,13.272020547952241,0.961639043,2,Champions
7.862497197230545,2.0794415416798357,4.948759890378168,12.59024261309818,1.25231444,2,Champions
7.86940171257709,2.4849066497880004,4.912654885736052,12.55571844279962,1.254675516,2,Champions
7.6246189861593985,4.584967478670572,3.1780538303479458,12.547308518000408,1.090869565,2,Champions
7.504942068396171,1.791759469228055,5.030437921392435,12.644098517971372,0.970657895,2,Champions
7.715123603632105,4.382026634673881,4.532599493153256,12.593326259817642,0.967692483,2,Champions
7.983440063006542,0.6931471805599453,4.624972813284271,12.567387309302969,0.965346535,2,Champions
7.2813856635702825,1.3862943611198906,4.30406509320417,12.568042049049906,0.962070222,2,Champions
6.9363427358340495,1.9459101490553132,4.04305126783455,12.680721717976999,0.828478237,2,Champions
7.2196420401307355,2.772588722239781,4.174387269895637,12.834881284955214,0.708010153,2,Champions
7.114769448366463,3.1354942159291497,3.784189633918261,12.476153216430133,0.988658044,2,Champions
8.139148678884066,1.9459101490553132,4.983606621708336,12.511492715395917,0.95253487,2,Champions
7.895808377083183,4.219507705176107,3.4011973816621555,12.680846130903662,0.799126984,2,Champions
7.906547232368036,1.3862943611198906,4.77912349311153,12.098014048878682,1.398381742,2,Champions
7.326465613840322,1.0986122886681098,3.9318256327243257,12.50642905812301,0.921984841,2,Champions
7.693937325509272,4.189654742026425,3.1354942159291497,12.366157114131235,1.026084586,2,Champions
7.212294468500341,2.0794415416798357,4.624972813284271,12.056597684141165,1.3865249,2,Champions
7.121252453244542,3.828641396489095,3.713572066704308,12.557296257923895,0.837844243,2,Champions
7.978310969867722,1.0986122886681098,4.174387269895637,12.03977600120936,1.401596264,2,Champions
6.852242569051878,3.2188758248682006,3.6635616461296463,12.71558841180728,0.70828541,2,Champions
7.635786861395585,1.6094379124341003,4.672828834461906,12.026431493240322,1.369404116,2,Champions
6.9363427358340495,1.9459101490553132,3.1780538303479458,12.276489169809079,1.061630924,2,Champions
8.094988759303774,3.1780538303479458,4.553876891600541,12.628889667970862,0.741803833,2,Champions
7.278628942320682,4.31748811353631,3.044522437723423,12.312147406054397,1.004904443,2,Champions
7.317876198626496,2.8903717578961645,3.8066624897703196,12.549087716765133,0.787308444,2,Champions
7.142827401161621,2.8903717578961645,4.143134726391533,12.40359064920541,0.902990019,2,Champions
7.86940171257709,1.3862943611198906,5.365976015021851,12.143760976449425,1.146354614,2,Champions
8.12058871174027,2.4849066497880004,4.31748811353631,11.909591978722043,1.433364428,2,Champions
8.00836557031292,2.9444389791664403,4.624972813284271,11.97747675720423,1.33816985,2,Champions
7.656810091480378,2.4849066497880004,4.477336814478207,11.91341153153123,1.424714581,2,Champions
7.976595409316577,1.0986122886681098,3.9889840465642745,11.878103157867375,1.469224298,2,Champions
8.135639903354386,2.1972245773362196,4.564348191467836,11.912063935378125,1.414895104,2,Champions
8.094683648698815,2.833213344056216,4.882801922586371,12.305687184637804,0.944884271,2,Champions
7.984121958702927,1.3862943611198906,4.564348191467836,11.906506907871512,1.398640194,2,Champions
7.8928255262511176,1.3862943611198906,3.871201010907891,12.560753101800055,0.725685618,2,Champions
7.396948602621014,4.6913478822291435,3.258096538021482,12.303153983180737,0.937899941,2,Champions
8.111928063310739,3.5553480614894135,3.2188758248682006,12.153799924292276,1.087220053,2,Champions
7.980707820869669,4.836281906951478,4.007333185232471,11.856607363691838,1.462104927,2,Champions
7.832014180505469,0.6931471805599453,5.117993812416755,12.342803913089831,0.890172305,2,Champions
7.527793987721444,3.5553480614894135,4.406719247264253,11.855237758073125,1.429179443,2,Champions
7.971776122880628,1.0986122886681098,4.59511985013459,11.834117262343613,1.458541443,2,Champions
7.063903961472068,1.3862943611198906,3.58351893845611,12.211766405272096,0.998554546,2,Champions
7.880048200971577,1.3862943611198906,4.564348191467836,11.855124131393458,1.396985007,2,Champions
7.2640301428995295,2.6390573296152584,3.8501476017100584,12.455924337867613,0.764737193,2,Champions
8.133000218583613,3.6635616461296463,4.007333185232471,11.988078314198622,1.20853437,2,Champions
7.095893221097532,3.1354942159291497,3.091042453358316,12.130777815493039,1.029507529,2,Champions
6.440946540632921,0.6931471805599453,4.709530201312334,12.142008678440684,1.015978367,2,Champions
7.943072717277933,2.0794415416798357,4.90527477843843,11.851944455858018,1.356053179,2,Champions
8.117312461601975,1.0986122886681098,4.68213122712422,11.81902685544576,1.398992423,2,Champions
7.212294468500341,5.720311776607412,4.2626798770413155,12.298118412021353,0.863479447,2,Champions
7.669028288589683,0.6931471805599453,5.247024072160486,12.370264175451657,0.802633323,2,Champions
6.70196036600254,1.6094379124341003,4.477336814478207,11.792706405525752,1.425177007,2,Champions
7.897668150726906,2.4849066497880004,3.4011973816621555,12.261365431278882,0.888869986,2,Champions
7.742402021815782,0.6931471805599453,3.8918202981106265,11.776335336446289,1.408197795,2,Champions
7.8083230503910555,0.6931471805599453,4.23410650459726,11.815803984303292,1.349375212,2,Champions
8.133293861222633,1.6094379124341003,4.718498871295094,12.285627541935446,0.828452854,2,Champions
7.748460023899697,3.1354942159291497,4.248495242049359,11.787985716314305,1.354943567,2,Champions
7.718685495198466,1.6094379124341003,4.844187086458591,12.227697141626836,0.867522349,2,Champions
8.125926802707886,2.772588722239781,4.02535169073515,11.94385687003765,1.146000598,2,Champions
8.117312461601975,3.091042453358316,4.343805421853684,12.278030450587659,0.819187329,2,Champions
8.110727582974489,2.772588722239781,4.23410650459726,11.75458454110969,1.380410335,2,Champions
8.13739583005665,0.6931471805599453,4.356708826689592,11.821306821424916,1.288018381,2,Champions
7.238496840894365,1.9459101490553132,4.442651256490317,12.137911570861453,0.938031056,2,Champions
6.959398512133975,2.70805020110221,4.574710978503383,12.228875669093096,0.848239546,2,Champions
7.247080584585756,2.1972245773362196,3.4339872044851463,12.007633901853927,1.057257212,2,Champions
8.056109659545061,2.995732273553991,4.454347296253507,11.704355414128175,1.426106262,2,Champions
7.753194269884341,4.48863636973214,3.4965075614664802,12.114856075460601,0.944650121,2,Champions
7.215975002651466,2.995732273553991,3.5553480614894135,12.044271105705706,1.013669976,2,Champions
7.130098510125578,0.6931471805599453,5.288267030694535,12.527434870150573,0.620507614,2,Champions
7.56734567601324,2.0794415416798357,3.4339872044851463,12.123750258026675,0.928504294,2,Champions
6.386879319362645,4.143134726391533,2.9444389791664403,12.254443674255569,0.811871079,0,Loyal Regulars
7.393263094763838,2.995732273553991,4.174387269895637,11.832375063684342,1.236256939,2,Champions
6.723832440821209,1.6094379124341003,5.0106352940962555,12.297324601873644,0.774487057,2,Champions
7.75190533307861,2.6390573296152584,4.127134385045092,11.87190674726483,1.183962818,2,Champions
7.143617602704121,3.6109179126442243,3.6109179126442243,12.254100614540755,0.806177069,2,Champions
7.189922170745808,3.1354942159291497,3.1354942159291497,12.045944972345806,0.992454374,2,Champions
5.945420608606575,3.4011973816621555,3.1780538303479458,12.038984469376809,0.995539285,0,Loyal Regulars
6.934397209928558,2.9444389791664403,2.833213344056216,12.0026827007028,1.019520072,2,Champions
7.133295954896068,2.1972245773362196,4.634728988229636,11.850975028385792,1.179368992,2,Champions
8.03398273468322,1.9459101490553132,4.406719247264253,11.97826824933377,1.034587737,2,Champions
6.46302945692067,1.9459101490553132,3.4339872044851463,12.248595592610064,0.782406571,2,Champions
7.9441374911141125,2.5649493574615367,4.852030263919617,12.04714725154253,0.956332827,2,Champions
7.61085279039525,1.0986122886681098,4.04305126783455,11.667610287831979,1.394863786,2,Champions
6.559615237493242,0.6931471805599453,4.382026634673881,12.249122556400685,0.777341772,2,Champions
8.110727582974489,2.302585092994046,4.584967478670572,11.956854589752682,1.036667137,2,Champions
8.137688184977605,1.0986122886681098,5.0689042022202315,12.231545441503204,0.784701427,2,Champions
7.9672801789422,2.0794415416798357,4.174387269895637,11.655301379246426,1.391299306,2,Champions
7.221105098182496,2.6390573296152584,3.9512437185814275,11.83138646878959,1.165835855,2,Champions
7.81156848934518,4.976733742420574,3.4011973816621555,11.964364075765923,1.017859044,2,Champions
7.7706452341291765,0.6931471805599453,4.248495242049359,11.644637703937642,1.387490292,2,Champions
7.658227526161352,2.772588722239781,4.48863636973214,11.716845421316679,1.281481989,2,Champions
7.052721049232323,2.772588722239781,3.7612001156935624,11.998150163755017,0.966069448,2,Champions
7.871692664323645,2.3978952727983707,4.867534450455582,11.606543304483287,1.429138536,2,Champions
7.893945138235959,2.70805020110221,4.219507705176107,11.723712994074853,1.265322199,2,Champions
7.278628942320682,3.9889840465642745,2.5649493574615367,11.896724210105324,1.059166667,2,Champions
8.135346948906706,1.6094379124341003,4.61512051684126,11.99689979787554,0.952273652,2,Champions
8.043020885298283,2.4849066497880004,4.248495242049359,11.684582018927152,1.297050351,2,Champions
6.9874902470009905,3.5553480614894135,2.8903717578961645,11.73886510358644,1.226505277,2,Champions
8.13973227971767,2.302585092994046,2.5649493574615367,11.896724210105324,1.046666667,2,Champions
6.556778356158042,1.6094379124341003,4.007333185232471,11.881470677679443,1.053910364,2,Champions
7.636752112435779,3.091042453358316,4.382026634673881,11.727923934987318,1.228445376,2,Champions
7.616283561580385,1.791759469228055,4.477336814478207,11.562857833718438,1.445489778,2,Champions
6.555356891810665,2.8903717578961645,3.9889840465642745,11.88230042126715,1.046215562,2,Champions
7.8804263442924,2.8903717578961645,4.532599493153256,11.811725503155856,1.118316089,2,Champions
7.2485040723706105,2.4849066497880004,3.8918202981106265,11.921970822994757,1.001144569,2,Champions
8.03365842788615,1.3862943611198906,4.51085950651685,11.59159800362153,1.390945611,2,Champions
7.549082710812286,2.302585092994046,4.04305126783455,11.558510498190712,1.435274261,2,Champions
8.096512917501594,1.6094379124341003,4.990432586778736,12.161749738293498,0.783239829,2,Champions
6.835184586147301,2.772588722239781,3.58351893845611,12.026652874480662,0.894261083,2,Champions
6.807934943699926,4.1588830833596715,3.5263605246161616,12.067080656664722,0.85318887,2,Champions
